Den East Side	Vic	DcVic.msg
Modoc	Balthas	McBaltha.msg
Modoc	Balthas' wife	McBalWif.msg
Modoc	Bo	none
Modoc	Bess	McBess.msg
Modoc	Biff	none
Modoc	Cornelius	McCornel.msg
Modoc	Davin	McDavin.msg
Modoc	Farrel	McFarrel.msg
Modoc	Grisham	McGrisha.msg
Modoc	Jo	McJo.msg
Modoc	Jonny	McJohnny.msg
Modoc	Laddie	McLaddie.msg
Modoc	Miria	McMiria.msg
Modoc	Rose	McRose.msg
Ghost Farm	Jonny	McJohnny.msg
Ghost Farm	Vegeir	McVegeir.msg
Vault City courtyard	Amanda	Vcamanda.msg
Vault City courtyard	Andrew	VCANDY.MSG
Vault City courtyard	Ben Wade	RCWADE.MSG
Vault City courtyard	Charlie	VCCharly.msg
Vault City courtyard	Curtis	Vccurtis.msg
Vault City courtyard	Ed	VCED.MSG
Vault City courtyard	Happy Harry	VCHARRY.MSG
Vault City courtyard	John Cassidy	VCCasidy.msg
Vault City courtyard	Joshua	VCJOSHUA.MSG
Vault City courtyard	Mary Smith	VCFSMITH.MSG
Vault City courtyard	Melinda	VCMELIND.MSG
Vault City courtyard	Smith	VCMSMITH.MSG
Vault City courtyard	Steve	VCSTEVE.MSG
Vault City Downtown	Barkus	Vcbarkus.msg
Vault City Downtown	Darrow	VCDARROW.MSG
Vault City Downtown	Holden	VCFARREL.MSG
Vault City Downtown	Joshua	VCJOSHUA.MSG
Vault City Downtown	Kohl	VCKOHL.MSG
Vault City Downtown	Lydia	Vcdwnbar.msg
Vault City Downtown	Randal	Vcrandal.msg
Vault City Downtown	Skeev	Vcrandal.msg
Vault City Downtown	Stark	VCSTARK.MSG
Vault City Downtown	Thomas Moore	VCMOORE.MSG
Vault City Downtown	Valerie	Vcmainwk.msg
Vault City Downtown	Wallace	Vcwalace.msg
Central Council and Vault 8	Gregory	VCGreg.msg
Central Council and Vault 8	Joanne Lynette	Vclynett.msg
Central Council and Vault 8	Martin	VCSUPGRD.MSG
Central Council and Vault 8	McClure	Vcmclure.msg
Central Council and Vault 8	Phyllis	DcAnan.msg
Central Council and Vault 8	Troy	VCDRTROY.MSG
Gecko	Brain	GCBRAIN.MSG
Gecko	Festus	GCFESTUS.MSG
Gecko	Gordon	GCGORDON.MSG
Gecko	Hank	GCHANK.MSG
Gecko	Harold	Gcharold.msg
Gecko	Jeremy	GCJEREM.MSG
Gecko	Lumpy	GCLUMPY.MSG
Gecko	Percy Crump	VCFARREL.MSG
Gecko	Skeeter	GCSKEETR.MSG
Gecko	Wooz	GCWOOZ.MSG
Gecko	Zomak	GCZOMAK.MSG
Broken Hills	Aileen	HcAILEEN.msg
Broken Hills	Bill	HcOUTFIT.msg
Broken Hills	Brian	Hcbrian.msg
Broken Hills	Chad	HcCHAD.msg
Broken Hills	Doc Holliday	HcDOC.msg
Broken Hills	Elmo	HCELMO.MSG
Broken Hills	Franc	HcFRANK.msg
Broken Hills	Francis	HcFRANCI.msg
Broken Hills	Feuding couple	HCHUSWIF.MSG
Broken Hills	Jacob the Chemist	Hcjacob.msg
Broken Hills	Liz	HcLIZ.msg
Broken Hills	Lumpy	HCLUMPY.MSG
Broken Hills	Manson	HcMANSON.msg
Broken Hills	Micky	HCMICKY.MSG
Broken Hills	Marcus	HcMARCUS.msg
Broken Hills	Phil	HcPHIL.msg
Broken Hills	Steve	HcSTEVE.msg
Broken Hills	Refinery supervisor	Hcsuper.msg
Broken Hills Residential	Chuck Stodgers	Hcchuck.msg
Broken Hills Residential	Professor	HcProf.msg
Broken Hills Residential	Professor's radscorpion	none
Broken Hills Residential	Seymour	Hcseymor.msg
Broken Hills Residential	Typhon	Hctyphon.msg
Broken Hills Residential	Zaius	Hczaius.msg
Broken Hills Residential	Dan	Hcdan.msg
Broken Hills Residential	Dan's wife	HIDEAD.MSG
Broken Hills Residential	Eric	Hceric.msg
Redding	Ascorti	RCASCORT.MSG
Redding	Athabaska Dick	RCDICK.MSG
Redding	Blasphemous Bette	RCBETTE.MSG
Redding	Caminetto	RCCAMINT.MSG
Redding	Earl Marion	RCMARION.MSG
Redding	Fannie Mae	Rcfannie.msg
Redding	Louise	RCLOU.MSG
Redding	Melchior Jr.	EcMelKid.msg
Redding	Madame Modjeska	RCMODJES.MSG
Redding	Painless Doc Johnson	RCDRJOHN.MSG
Redding	Rattray	RCRATRAY.MSG
Redding	Rooney	RCROONEY.MSG
Redding mining camp	Ben Wade	RCWADE.MSG
Redding mining camp	Dan McGrew	RCMCGREW.MSG
Redding mining camp	Enrico Savinelli	RCSAVINE.MSG
Redding mining camp	Ferndown	none
Redding mining camp	Frog Morton	ECRAIDER.MSG
Redding mining camp	Jackpot Jane	RCJANE.MSG
Redding mining camp	James Hoffy	RCHOFFY.MSG
Redding mining camp	Josh Laurence	RCJOSH.MSG
Redding mining camp	Marge LeBarge	RCMARGE.MSG
Redding mining camp	Nording	RCNORD.MSG
Redding mining camp	Obidiah Hakeswill	RCHAKES.MSG
Redding mining camp	Stanwell	RCSTANWL.MSG
Redding mining camp	Velani	RCVELANI.MSG
New Reno Virgin Street	Big Jesus Mordino	NcBigJes.msg
New Reno Virgin Street	Cody	NCCODY.MSG
New Reno Virgin Street	Lil' Jesus Mordino	NcLilJes.msg
New Reno Virgin Street	Miss Kitty	NcKitty.msg
New Reno Virgin Street	Jules	NcJules.msg
New Reno Virgin Street	Pretty Boy Lloyd	NcLloyd.msg
New Reno Virgin Street	Sheb	NcSheb.msg
New Reno Second Street	Angela Bishop	NCANGBIS.MSG
New Reno Second Street	Bill	NCBILL.MSG
New Reno Second Street	Corsican Brothers	NcCorBro.msg
New Reno Second Street	Evan Holyfeld	NcHollyf.msg
New Reno Second Street	Frenchy	NcBand.msg
New Reno Second Street	John Bishop	NcBishop.msg
New Reno Second Street	Leslie Anne Bishop	NCLABISH.MSG
New Reno Second Street	Louis Salvatore	NcSalvat.msg
New Reno Second Street	Mark Torrance	none
New Reno Second Street	Masticator	NcTyson.msg
New Reno Second Street	Old Man McGee	NcCasPat.msg
New Reno Second Street	Pete McKneely	none
New Reno Second Street	Joqq	none
New Reno Second Street	Jagged Jimmy J	NcJimmyJ.msg
New Reno Second Street	Mason	NcMason.msg
New Reno Second Street	Paine	NcBand.msg
New Reno Second Street	Sims	NcBand.msg
New Reno Second Street	Stuart Little	NCSTULIT.MSG
New Reno Second Street	Tony Gunn	none
New Reno Second Street	Xander Holyland	none
New Reno West Side	Algernon	NCALGERN.MSG
New Reno West Side	Buck	none
New Reno West Side	Eldridge	NcEldrid.msg
New Reno West Side	Father Tully	NCFTULLY.MSG
New Reno West Side	Missy	none
New Reno West Side	Packard	none
New Reno West Side	Renesco	NcRenesc.msg
New Reno East Side	Christopher Wright	NcChrWri.msg
New Reno East Side	Ethyl Wright	NCETHWRI.MSG
New Reno East Side	Keith Wright	NcKeiWri.msg
New Reno East Side	Orville Wright	NcOrvill.msg
New Reno East Side	T-Ray	NcTRay.msg
Stables	Marjorie Reed	NcResear.msg
Stables	Ramirez	NcMorMen.msg
Stables	Myron	NhMyron.msg
Sierra Army Depot	Dobbs	WCDOBBS.MSG
Sierra Army Depot	Skynet	WCBRNBOT.MSG
NCR Bazaar	Buster	Scbuster.msg
NCR Bazaar	Doofus	Scskeete.msg
NCR Bazaar	Lenny	Sclenny.msg
NCR Bazaar	Merk	Scmerk.msg
NCR Bazaar	Mikey Frazier	Scmikey.msg
NCR Bazaar	Mira	Scmira.msg
NCR Bazaar	Ratch Scratch	Scratch.msg
NCR Bazaar	Vortis	Scvortis.msg
NCR Downtown	Dorothy	Scdoroth.msg
NCR Downtown	Dumont	Scsherif.msg
NCR Downtown	Duppo	Scduppo.msg
NCR Downtown	Dusty	Scdusty.msg
NCR Downtown	Elise	Scelise.msg
NCR Downtown	Enlightened One	Scenlone.msg
NCR Downtown	Gond	Scgond.msg
NCR Downtown	Dr. Henry	Schenry.msg
NCR Downtown	Hoss	Schoss.msg
NCR Downtown	Jack	scofjack.msg
NCR Downtown	Doc Jubilee	Scdocjub.msg
NCR Downtown	Karl	Sckarl.msg
NCR Downtown	Luke	FCNLUKE.MSG
NCR Downtown	Merk	Scmerk.msg
NCR Downtown	Oswald	Scoswald.msg
NCR Downtown	Robodog	Scrobo.msg
NCR Downtown	Rondo	Scrondo.msg
NCR Downtown	Toto	none
Westin Ranch	Felix	Scfelix.msg
Westin Ranch	Grant	Scwesgrd.msg
Westin Ranch	Roger Westin	Scwestin.msg
Westin Ranch	Saltbeef Bob	Scsalbob.msg
Council Hall	Feargus	Scfergus.msg
Council Hall	Frank Carlson	Sccarlsn.msg
Council Hall	Gunther	Scgunthr.msg
Council Hall	Tandi	Shtandi.msg
Vault 15 Squatters	Bill	Scjohn.msg
Vault 15 Squatters	Chrissy	Bccrissy.msg
Vault 15 Squatters	Rebecca	Bcrebecc.msg
Vault 15 Squatters	John	Bcjohn.msg
Vault 15 Squatters	Roberta	Bcrobert.msg
Vault 15 Squatters	Sara	Bcrebecc.msg
Vault 15 Squatters	Zeke	Bczeke.msg
New Khans	Baddog	none
New Khans	Dalia	Bcdalia.msg
New Khans	Darion	Bcdarion.msg
New Khans	Doc Jones	Bcjones.msg
New Khans	Karla	Bckarla.msg
New Khans	Phil	Bcphil.msg
Vault 13 Intelligent deathclaws	Baby deathclaws	none
Vault 13 Intelligent deathclaws	Dar	Ocdar.msg
Vault 13 Intelligent deathclaws	Goris	Ocgoris.msg
Vault 13 Intelligent deathclaws	Gruthar	Ocgrutha.msg
Vault 13 Intelligent deathclaws	Jul	Ocjul.msg
Vault 13 Intelligent deathclaws	Kerith	Ockerith.msg
Vault 13 Intelligent deathclaws	Thearn	Octhearn.msg
Vault 13 Intelligent deathclaws	Valdis	Ocvaldis.msg
Vault 13	Ariel	Ocariel.msg
Vault 13	Dalia	Bcdalia.msg
Vault 13	Dave	Ocdave.msg
Vault 13	Gordon	Ocgordon.msg
Vault 13	Jimmy	Ocjimmy.msg
Vault 13	Joseph	Ocjoseph.msg
Vault 13	Matt	Ocmatt.msg
Vault 13	Sandy	Ocsandy.msg
Mariposa	Melchior	ECMELCHR.MSG
Mariposa	Grundel	EcGrunde.msg
San Francisco Shi/Brotherhood	ACE	Fsface.msg
San Francisco Shi/Brotherhood	Dragon	Fcdragon.msg
San Francisco Shi/Brotherhood	Fung	Fcdrfung.msg
San Francisco Shi/Brotherhood	Herb	Fcdragon.msg
San Francisco Shi/Brotherhood	Imbot	Fclopan.msg
San Francisco Shi/Brotherhood	Jimmy	Fcdragon.msg
San Francisco Shi/Brotherhood	Jing Tie Gahng	Fcchemst.msg
San Francisco Shi/Brotherhood	Jobe	Fcdragon.msg
San Francisco Shi/Brotherhood	Ken Lee	Fckenlee.msg
San Francisco Shi/Brotherhood	Lao Chou	Fclaocho.msg
San Francisco Shi/Brotherhood	Lo Pan	Fclopan.msg
San Francisco Shi/Brotherhood	Loopal	Fclopan.msg
San Francisco Shi/Brotherhood	Mai Da Chiang	Fcgunmer.msg
San Francisco Shi/Brotherhood	Master Khung	Fclopan.msg
San Francisco Shi/Brotherhood	Master Krall	Fclopan.msg
San Francisco Shi/Brotherhood	Master Rube	Fcdragon.msg
San Francisco Shi/Brotherhood	Master Ziggy	Fcdragon.msg
San Francisco Shi/Brotherhood	Matthew	FCFMATT.MSG
San Francisco Shi/Brotherhood	Shi Emperor	Fsempter.msg
San Francisco Shi/Brotherhood	Smitty	Fclopan.msg
San Francisco Shi/Brotherhood	Wejungh	Fclopan.msg
San Francisco Shi/Brotherhood	Wong Yi Tze	Fcdrwong.msg
San Francisco Shi/Brotherhood	Zurak	Fcdragon.msg
PMV Valdez	A. Ron Meyers	Fcronmey.msg
PMV Valdez	Badger	Fcbadger.msg
PMV Valdez	Cal	Fctnkgmr.msg
PMV Valdez	Chip	Fcchip.msg
PMV Valdez	Jenna	Fctnkmer.msg
PMV Valdez	Marc	Fcmarc.msg
PMV Valdez	Slim	Fctnkbar.msg
PMV Valdez	Suze	RCDICK.MSG
Hubologist	AHS-7	Fcoz7.msg
Hubologist	AHS-9	Fcoz9.msg
Hubologist	Crocket	Fccrocke.msg
Hubologist	Dave Handy	Fcdaveh.msg
Hubologist	Harry	Fcrocman.msg
Hubologist	Juan Cruz	Fcjuavki.msg
Hubologist	Vikki Goldman	Fcjuavki.msg
Navarro	Arch Dornan	Ccdrill.msg
Navarro	Chris	CCCHRIS.MSG
Navarro	Commander's door guard	Ccdrgrd.msg
Navarro	Cookie	Cccook.msg
Navarro	K-9	Cck9.msg
Navarro	Kevin	Cckevin.msg
Navarro	Navarro base commander	CCMANDR.MSG
Navarro	Quartermaster	Ccqmstr.msg
Navarro	Quincy	Ccquincy.msg
Navarro	Raul	Ccraul.msg
Navarro	Dr. Schreber	Ccdoctor.msg
Navarro	Snookie	Ccmedgrd.msg
Navarro	Xarn	Ccxarn.msg
Enclave Oil Rig	Arroyo elder	AHELDER.MSG
Enclave Oil Rig	Charles Curling	QCCURLNG.MSG
Enclave Oil Rig	Daniel Bird	QCBIRD.MSG
Enclave Oil Rig	Dick Richardson	Qhprzrch.msg
Enclave Oil Rig	Frank Horrigan	QCFRANK.MSG
Enclave Oil Rig	Granite	QCGRANIT.MSG
Enclave Oil Rig	Martin Frobisher	QCMARTIN.MSG
Enclave Oil Rig	Secretary	QCPRSSEC.MSG
Enclave Oil Rig	Tom Murray	QCMURRAY.MSG
Special Encounter	Arthur Pendragon	Ecarthur.msg
Special Encounter	Bedemir	Ecbedemi.msg
Special Encounter	Concorde	Ecconcor.msg
Special Encounter	Eric	Eceric.msg
Special Encounter	Galahad	Ecgalaha.msg
Special Encounter	Joshua	Ecjoshua.msg
Special Encounter	Launcelot	Ecsirlau.msg
Special Encounter	Robin	Ecrobin.msg
Special Encounter	Alexand	none
Special Encounter	Amish commando	none
Special Encounter	BlueCross	none
Special Encounter	Bridge Keeper	none
Special Encounter	Buffy	none
Special Encounter	Dogmeat	none
Special Encounter	Doombot	none
Special Encounter	Hatchetman	none
Special Encounter	Iguana Eater	none
Special Encounter	Lerk	none
Special Encounter	Night Owl	none
Special Encounter	Panoply	none
Special Encounter	Pariah dog	none
Special Encounter	Set	none
Special Encounter	Shadow Dancer	none
Special Encounter	Tandi	none
Special Encounter	Ymir	none
Random Encounter	Willy	Ectrader.msg
